customerID,Contract,tenure,MonthlyCharges,TotalCharges,PaymentMethod,TechSupport,PaperlessBilling,Churn
7470-MCQTK,Month-to-month,13,48.75,633.4,Bank transfer (automatic),No,Yes,Yes
7488-MXJIV,Month-to-month,4,85.65,321.65,Electronic check,No,Yes,Yes
7401-JIXNM,Two year,54,91.3,4965.0,Credit card (automatic),Yes,No,No
9339-FIIJL,Two year,72,85.95,6151.9,Bank transfer (automatic),Yes,No,No
2027-FECZV,Month-to-month,12,106.7,1253.9,Electronic check,No,Yes,Yes
2672-DZUOY,Month-to-month,1,25.15,25.15,Electronic check,No,Yes,Yes
4706-DGAHW,Month-to-month,1,45.2,45.2,Electronic check,No,No,No
3870-MQAMG,One year,54,110.35,5893.15,Electronic check,Yes,No,Yes
6670-MFRPK,Two year,69,79.2,5420.65,Credit card (automatic),No,Yes,No
6177-PEVRA,Two year,48,55.5,2627.35,Credit card (automatic),No,No,No
4800-CZMPC,One year,48,103.25,5037.55,Credit card (automatic),No,Yes,Yes
4813-HQMGZ,Month-to-month,8,90.25,743.75,Electronic check,Yes,Yes,No
7579-KKLOE,Two year,71,91.25,6589.6,Mailed check,Yes,Yes,No
7377-DMMRI,Month-to-month,2,47.8,92.45,Electronic check,No,Yes,Yes
8402-EIVQS,One year,67,100.9,6733.15,Credit card (automatic),No,Yes,No
4947-DSMXK,Month-to-month,34,97.7,3410.0,Bank transfer (automatic),No,Yes,No
7245-NIIWQ,Month-to-month,3,69.85,199.85,Electronic check,No,Yes,No
0002-ORFBO,One year,9,65.6,593.3,Mailed check,Yes,Yes,No
3324-OIRTO,One year,71,104.65,7288.4,Bank transfer (automatic),No,Yes,No
5414-OFQCB,Two year,57,90.45,5229.8,Credit card (automatic),Yes,Yes,No
4967-WPNCF,Two year,72,63.7,4464.8,Bank transfer (automatic),Yes,Yes,No
8552-OBVRU,Month-to-month,48,104.5,5068.05,Electronic check,Yes,Yes,No
8499-BRXTD,One year,18,20.1,401.85,Mailed check,No internet service,No,No
9154-QDGTH,One year,43,104.3,4451.85,Credit card (automatic),Yes,Yes,No
8197-BFWVU,Two year,72,93.25,6688.95,Bank transfer (automatic),Yes,Yes,No
2577-GVSIL,One year,35,73.45,2661.1,Bank transfer (automatic),Yes,Yes,No
9367-OIUXP,Month-to-month,4,20.7,73.05,Mailed check,No internet service,No,No
6770-UAYGJ,Two year,49,25.25,1211.65,Mailed check,No internet service,No,No
6463-HHXJR,Two year,71,100.5,7030.65,Bank transfer (automatic),No,No,No
7928-VJYAB,Month-to-month,11,90.6,1020.2,Electronic check,No,No,No
1187-WILMM,Two year,63,89.4,5597.65,Credit card (automatic),Yes,Yes,No
9776-OJUZI,Month-to-month,65,95.45,6223.3,Bank transfer (automatic),No,Yes,No
1306-RPWXZ,Two year,49,20.45,1024.65,Credit card (automatic),No internet service,No,No
8949-JTMAY,Month-to-month,29,98.6,2933.2,Credit card (automatic),No,Yes,Yes
2774-LVQUS,Month-to-month,15,83.05,1258.3,Electronic check,Yes,Yes,Yes
3097-PYWXL,Month-to-month,4,19.95,82.9,Electronic check,No internet service,Yes,No
2266-SJNAT,One year,72,109.15,7789.6,Credit card (automatic),Yes,No,No
0869-PAPRP,Month-to-month,26,85.7,2067.0,Credit card (automatic),No,Yes,No
4238-JSSWH,Month-to-month,35,102.05,3452.55,Bank transfer (automatic),No,No,No
2972-YDYUW,One year,57,94.7,5468.95,Electronic check,Yes,No,No
1104-FEJAM,Month-to-month,28,64.4,1802.15,Electronic check,No,No,No
2809-ILCYT,One year,25,26.8,733.55,Mailed check,No internet service,Yes,No
5499-ECUTN,One year,47,66.05,3021.45,Credit card (automatic),No,Yes,No
4981-FLTMF,Month-to-month,57,65.2,3687.85,Bank transfer (automatic),Yes,No,No
9121-PHQSR,Month-to-month,16,85.05,1391.15,Credit card (automatic),No,Yes,No
3113-IWHLC,Month-to-month,5,55.8,274.35,Mailed check,No,Yes,No
3211-ILJTT,Month-to-month,17,70.4,1214.05,Bank transfer (automatic),No,Yes,Yes
4612-THJBS,One year,56,104.75,5510.65,Bank transfer (automatic),No,Yes,Yes
4277-BWBML,Two year,72,19.95,1322.85,Bank transfer (automatic),No internet service,No,No
4094-NSEDU,Month-to-month,21,94.25,1973.75,Electronic check,No,Yes,Yes
0234-TEVTT,One year,48,45.0,2196.3,Credit card (automatic),No,No,No
4304-TSPVK,Two year,68,114.9,7843.55,Bank transfer (automatic),Yes,No,No
1552-AAGRX,Month-to-month,30,106.4,3211.9,Bank transfer (automatic),Yes,No,No
2637-FKFSY,Month-to-month,3,46.1,130.15,Mailed check,No,Yes,No
9796-MVYXX,Two year,14,39.7,692.35,Mailed check,Yes,No,No
7874-ECPQJ,Month-to-month,4,20.05,85.5,Bank transfer (automatic),No internet service,Yes,No
0020-INWCK,Two year,71,95.75,6849.4,Credit card (automatic),No,Yes,No
7089-RKVSZ,One year,8,24.4,203.95,Mailed check,No internet service,No,No
2683-JXWQQ,Month-to-month,61,33.6,2117.2,Bank transfer (automatic),No,No,No
9548-ZMVTX,Two year,72,90.45,6565.85,Bank transfer (automatic),Yes,No,No
8739-XNIKG,Month-to-month,5,84.0,424.75,Electronic check,No,Yes,No
9755-JHNMN,Two year,49,67.4,3306.85,Bank transfer (automatic),Yes,No,No
3981-QSVQI,Month-to-month,8,19.7,168.9,Bank transfer (automatic),No internet service,Yes,No
2789-HQBOU,Month-to-month,3,80.35,253.8,Electronic check,No,Yes,No
9424-CMPOG,Two year,9,19.6,197.4,Mailed check,No internet service,No,No
5067-WJEUN,Two year,67,54.2,3838.2,Bank transfer (automatic),No,Yes,No
3450-WXOAT,Month-to-month,46,45.2,2065.15,Credit card (automatic),No,Yes,No
9251-WNSOD,One year,67,75.1,5064.45,Mailed check,No,No,No
6974-DAFLI,One year,55,19.7,1140.05,Electronic check,No internet service,No,No
2616-UUTFK,Month-to-month,33,72.75,2447.45,Bank transfer (automatic),No,Yes,No
7064-JHXCE,Two year,62,20.05,1263.9,Credit card (automatic),No internet service,No,No
5103-MHMHY,Month-to-month,1,45.95,45.95,Mailed check,No,No,Yes
7989-AWGEH,Month-to-month,49,39.2,1838.15,Electronic check,No,Yes,No
4373-VVHQL,Month-to-month,1,44.75,44.75,Electronic check,No,Yes,No
4559-UWIHT,Month-to-month,14,82.65,1185.0,Electronic check,No,Yes,No
7268-IGMFD,Month-to-month,18,93.9,1743.9,Bank transfer (automatic),Yes,No,No
1846-XWOQN,Month-to-month,1,70.15,70.15,Electronic check,No,Yes,Yes
0235-KGSLC,Month-to-month,1,85.55,85.55,Credit card (automatic),No,Yes,Yes
6650-BWFRT,Two year,72,117.15,8529.5,Credit card (automatic),Yes,Yes,No
9570-KYEUA,Two year,64,99.25,6549.45,Credit card (automatic),Yes,No,No
6993-YGFJV,Two year,69,112.55,7806.5,Bank transfer (automatic),Yes,Yes,No
2712-SYWAY,Month-to-month,1,25.7,25.7,Electronic check,No internet service,Yes,No
0730-BGQGF,Two year,71,90.3,6287.3,Credit card (automatic),Yes,No,No
5498-IBWPI,One year,66,49.4,3251.85,Credit card (automatic),Yes,Yes,No
9101-NTIXF,Month-to-month,2,19.4,50.6,Mailed check,No internet service,No,No
0013-SMEOE,Two year,71,109.7,7904.25,Bank transfer (automatic),Yes,Yes,No
9314-QDMDW,One year,11,61.25,729.95,Electronic check,No,Yes,No
9308-ANMVE,Month-to-month,47,55.3,2654.05,Electronic check,No,Yes,No
2884-GBPFB,Month-to-month,35,70.3,2416.55,Electronic check,No,Yes,Yes
3757-NJYBX,Month-to-month,32,106.35,3520.75,Bank transfer (automatic),No,No,Yes
3413-DHLPB,Month-to-month,60,103.75,5969.95,Bank transfer (automatic),Yes,Yes,No
7649-PHJVR,One year,11,19.5,226.8,Mailed check,No internet service,No,No
6114-TCFID,One year,29,39.5,1082.75,Credit card (automatic),Yes,No,No
3787-TRIAL,Month-to-month,21,26.05,565.75,Electronic check,No,Yes,No
2573-GYRUU,Month-to-month,48,91.05,4370.75,Credit card (automatic),No,Yes,No
5156-UMKOW,Month-to-month,3,29.65,90.05,Mailed check,No,No,No
1247-QBVSH,Month-to-month,43,50.2,2169.4,Mailed check,No,No,No
6734-GMPVK,Month-to-month,5,105.3,550.6,Electronic check,No,No,No
9822-OAOVB,Month-to-month,1,55.45,55.45,Electronic check,No,Yes,No
6161-ERDGD,One year,71,85.45,6300.85,Electronic check,Yes,No,No
1226-JZNKR,One year,8,19.8,160.05,Electronic check,No internet service,No,No
7318-EIVKO,Month-to-month,8,59.25,436.6,Electronic check,No,Yes,No
3771-PZOBW,Month-to-month,20,90.7,1781.35,Credit card (automatic),No,Yes,No
5136-KCKGI,One year,33,103.7,3467.0,Mailed check,No,Yes,Yes
8231-BSWXX,One year,71,79.05,5552.5,Credit card (automatic),No,Yes,No
6486-LHTMA,One year,31,90.7,2835.5,Electronic check,No,Yes,No
4083-BFNYK,One year,38,95.0,3591.25,Credit card (automatic),No,No,No
3722-WPXTK,Month-to-month,1,88.35,88.35,Electronic check,No,Yes,Yes
7389-KBFIT,Month-to-month,2,30.25,63.75,Mailed check,No,Yes,No
7176-WIONM,Month-to-month,12,49.85,617.15,Bank transfer (automatic),No,Yes,No
5141-ZUVBH,Month-to-month,9,93.0,870.25,Bank transfer (automatic),Yes,No,No
1089-HDMKP,Month-to-month,11,54.55,601.25,Electronic check,Yes,Yes,No
7623-HKYRK,Month-to-month,6,19.7,111.65,Mailed check,No internet service,No,No
0310-SUCIN,One year,71,84.8,6046.1,Bank transfer (automatic),Yes,Yes,No
5197-PYEPU,One year,42,94.45,3923.8,Credit card (automatic),No,Yes,No
2929-ERCFZ,Month-to-month,8,94.2,777.3,Electronic check,No,Yes,Yes
7548-SEPYI,Month-to-month,5,96.25,512.45,Electronic check,No,Yes,Yes
8835-VSDSE,Month-to-month,2,70.7,141.45,Electronic check,No,Yes,Yes
6619-RPLQZ,Two year,45,20.85,892.15,Mailed check,No internet service,No,No
3275-RHRNE,One year,28,60.0,1682.05,Credit card (automatic),Yes,Yes,No
3503-TYDAY,Month-to-month,43,80.45,3398.9,Electronic check,No,No,No
6901-GOGZG,Two year,60,84.95,4984.85,Electronic check,Yes,Yes,No
1623-NLDOT,One year,42,33.55,1445.3,Mailed check,Yes,No,Yes
7021-XSNYE,Two year,7,49.65,305.55,Credit card (automatic),Yes,No,No
9621-OUPYD,One year,25,20.2,507.9,Bank transfer (automatic),No internet service,Yes,No
9898-KZQDZ,Month-to-month,40,94.55,3640.45,Credit card (automatic),No,Yes,Yes
8982-NHAVY,One year,27,100.5,2673.45,Bank transfer (automatic),No,Yes,No
4307-KWMXE,Month-to-month,10,35.75,389.8,Electronic check,Yes,No,No
0141-YEAYS,Month-to-month,27,86.45,2401.05,Bank transfer (automatic),No,Yes,No
2450-ZKEED,One year,11,53.8,651.55,Bank transfer (automatic),Yes,No,No
3694-DELSO,Month-to-month,4,38.55,156.1,Credit card (automatic),No,No,No
3893-JRNFS,Month-to-month,68,39.9,2796.35,Bank transfer (automatic),No,Yes,No
9603-OAIHC,Month-to-month,1,70.05,70.05,Electronic check,No,Yes,No
1133-KXCGE,One year,18,20.1,407.05,Mailed check,No internet service,No,No
5236-PERKL,Two year,57,112.95,6465.0,Bank transfer (automatic),No,Yes,Yes
0142-GVYSN,Month-to-month,26,20.3,511.25,Electronic check,No internet service,Yes,No
1049-FYSYG,Month-to-month,17,35.65,646.05,Credit card (automatic),No,Yes,No
7854-FOKSF,Month-to-month,1,35.9,35.9,Electronic check,No,No,Yes
2519-FAKOD,Month-to-month,38,99.25,3777.15,Bank transfer (automatic),No,Yes,Yes
8406-LNMHF,One year,59,82.95,4903.15,Credit card (automatic),No,Yes,No
1821-BUCWY,Two year,30,55.65,1653.85,Mailed check,No,Yes,No
8263-JQAIK,Month-to-month,2,24.45,47.5,Mailed check,No,Yes,Yes
0023-UYUPN,One year,50,25.2,1306.3,Electronic check,No internet service,No,No
8314-DPQHL,One year,9,50.8,463.6,Mailed check,Yes,No,No
1465-WCZVT,Month-to-month,3,19.65,60.65,Mailed check,No internet service,No,No
9481-SFCQY,Month-to-month,14,59.8,824.85,Credit card (automatic),No,Yes,No
6360-SVNWV,Month-to-month,31,73.55,2094.65,Credit card (automatic),No,Yes,No
0567-GGCAC,Month-to-month,7,61.4,438.9,Electronic check,No,No,No
7089-IVVAZ,Month-to-month,8,103.35,847.3,Bank transfer (automatic),Yes,Yes,Yes
8884-MRNSU,One year,17,19.9,329.75,Bank transfer (automatic),No internet service,No,No
2171-UDMFD,Month-to-month,32,19.45,674.55,Credit card (automatic),No internet service,Yes,No
9050-IKDZA,Month-to-month,2,81.5,162.55,Mailed check,No,No,No
2205-YMZZJ,Month-to-month,7,84.8,546.95,Electronic check,No,Yes,Yes
9802-CAQUT,Two year,72,109.55,7887.25,Credit card (automatic),No,No,No
1254-IZEYF,Month-to-month,31,99.95,3186.65,Electronic check,No,Yes,Yes
0187-WZNAB,Month-to-month,27,74.4,1972.35,Mailed check,No,No,No
9492-TOKRI,Month-to-month,18,90.0,1527.35,Credit card (automatic),No,Yes,Yes
1475-VWVDO,Month-to-month,7,74.9,490.55,Electronic check,No,Yes,No
9221-OTIVJ,Month-to-month,14,104.85,1531.4,Electronic check,No,Yes,Yes
1357-MVDOZ,Month-to-month,11,59.65,683.25,Bank transfer (automatic),No,Yes,No
7602-MVRMB,Two year,72,110.45,8058.85,Bank transfer (automatic),Yes,Yes,No
3325-FUYCG,One year,28,106.1,2847.4,Electronic check,No,No,Yes
5908-QMGOE,Month-to-month,15,74.2,1133.9,Credit card (automatic),No,Yes,Yes
1197-BVMVG,Month-to-month,4,74.45,294.45,Electronic check,No,Yes,No
5406-KGRMX,Two year,71,24.55,1719.15,Electronic check,No internet service,No,No
8481-YYXWG,Month-to-month,5,89.35,461.7,Electronic check,Yes,Yes,Yes
5968-HYJRZ,Two year,47,24.55,1160.45,Mailed check,No internet service,No,No
5198-EFNBM,One year,57,90.65,5199.8,Electronic check,No,Yes,No
7516-GMHUV,Two year,50,105.05,5163.3,Credit card (automatic),No,Yes,No
7140-ADSMJ,Month-to-month,8,20.45,162.3,Credit card (automatic),No internet service,Yes,No
2230-XTUWL,Two year,48,19.55,883.35,Mailed check,No internet service,No,No
7706-YLMQA,One year,70,19.7,1341.5,Bank transfer (automatic),No internet service,No,No
2585-KTFRE,Month-to-month,1,70.45,70.45,Bank transfer (automatic),Yes,Yes,No
7994-UYIVZ,Month-to-month,8,85.65,659.45,Bank transfer (automatic),No,Yes,No
2609-IAICY,Month-to-month,1,77.15,77.15,Electronic check,No,Yes,Yes
1740-CSDJP,Month-to-month,1,35.25,35.25,Bank transfer (automatic),No,Yes,Yes
7717-BICXI,Two year,60,20.55,1205.05,Mailed check,No internet service,No,No
6559-RAKOZ,One year,49,97.95,4917.9,Electronic check,Yes,Yes,No
2636-OHFMN,Month-to-month,4,48.55,201.0,Electronic check,No,Yes,Yes
4716-MRVEN,One year,29,20.0,599.3,Mailed check,No internet service,No,No
2143-LJULT,Two year,67,25.25,1733.15,Credit card (automatic),No internet service,Yes,No
1323-OOEPC,Month-to-month,53,98.4,5149.5,Credit card (automatic),No,Yes,Yes
3200-MNQTF,Two year,67,70.9,4677.1,Credit card (automatic),Yes,No,No
6164-HXUGH,Month-to-month,6,19.85,119.3,Mailed check,No internet service,No,No
5630-IXDXV,Month-to-month,47,106.35,4849.1,Electronic check,No,Yes,No
0320-DWVTU,Two year,53,99.5,5424.25,Mailed check,Yes,No,No
9135-MGVPY,Two year,69,84.7,5878.9,Mailed check,Yes,Yes,No
1212-GLHMD,Month-to-month,3,86.05,244.85,Mailed check,No,Yes,No
7878-JGDKK,Month-to-month,4,44.55,220.75,Mailed check,No,No,No
1088-AUUZZ,Two year,56,75.85,4261.2,Credit card (automatic),Yes,Yes,No
0397-GZBBC,Month-to-month,59,93.85,5574.75,Bank transfer (automatic),No,Yes,Yes
6614-YWYSC,Two year,61,25.0,1501.75,Bank transfer (automatic),No internet service,No,No
9588-OZDMQ,Month-to-month,2,45.0,89.75,Electronic check,No,Yes,No
7641-EUYET,Month-to-month,46,100.7,4541.2,Electronic check,No,Yes,Yes
6476-EPYZR,Month-to-month,12,20.5,255.5,Mailed check,No internet service,No,No
9921-ZVRHG,Month-to-month,14,80.45,1072.0,Electronic check,No,Yes,Yes
1174-FGIFN,One year,28,90.45,2509.25,Electronic check,Yes,Yes,No
6620-HVDUJ,Month-to-month,24,60.45,1440.75,Bank transfer (automatic),Yes,No,No
4701-MLJPN,Month-to-month,31,55.25,1715.65,Electronic check,Yes,Yes,Yes
1032-MAELW,One year,68,78.45,5333.35,Electronic check,Yes,Yes,No
7641-TQFHN,Two year,39,100.55,3895.35,Mailed check,Yes,No,No
1552-TKMXS,Month-to-month,42,20.35,869.9,Credit card (automatic),No internet service,No,No
9206-GVPEQ,Month-to-month,13,54.45,706.85,Electronic check,Yes,Yes,Yes
8622-ZLFKO,Month-to-month,6,90.75,512.25,Electronic check,No,Yes,No
1596-BBVTG,Month-to-month,35,75.35,2636.05,Credit card (automatic),No,No,Yes
6188-UXBBR,One year,38,20.25,814.75,Credit card (automatic),No internet service,Yes,No
2333-KWEWW,Two year,18,20.05,388.6,Credit card (automatic),No internet service,No,No
5702-SKUOB,Month-to-month,4,19.6,93.45,Mailed check,No internet service,No,No
1134-YWTYF,Month-to-month,27,53.8,1389.85,Electronic check,Yes,Yes,No
6061-GWWAV,One year,41,70.2,2894.55,Mailed check,No,No,No
0679-TDGAK,One year,50,75.5,4025.6,Electronic check,Yes,No,No
6585-WCEWR,Two year,72,20.35,1354.4,Electronic check,No internet service,No,No
9067-YGSCA,One year,70,26.05,1856.4,Credit card (automatic),No internet service,No,No
9067-SQTNS,One year,44,20.6,926.0,Bank transfer (automatic),No internet service,No,No
8433-WXGNA,Month-to-month,2,75.7,189.2,Electronic check,No,Yes,Yes
1776-SPBWV,One year,34,20.1,682.1,Bank transfer (automatic),No internet service,Yes,No
8735-SDUFN,Two year,72,24.3,1778.7,Bank transfer (automatic),No internet service,No,No
9668-PUGNU,Two year,71,24.5,1816.2,Electronic check,No internet service,Yes,No
9405-GPBBG,Two year,64,110.5,7069.25,Credit card (automatic),Yes,Yes,No
1926-QUZNN,Two year,72,25.25,1841.2,Bank transfer (automatic),No internet service,Yes,No
3707-GNWHM,Month-to-month,1,74.25,74.25,Mailed check,No,Yes,Yes
7016-NVRIC,One year,29,90.1,2656.7,Bank transfer (automatic),No,No,No
5829-NVSQN,One year,23,68.75,1689.45,Bank transfer (automatic),Yes,Yes,No
9565-AXSMR,Two year,52,19.2,1054.75,Mailed check,No internet service,No,No
8922-LIEGH,Month-to-month,25,89.7,2187.55,Electronic check,No,Yes,Yes
8869-LIHMK,Two year,64,115.1,7334.05,Bank transfer (automatic),Yes,Yes,No
8245-UMPYT,Month-to-month,16,96.4,1581.2,Electronic check,No,Yes,Yes
5186-SAMNZ,Month-to-month,1,69.5,69.5,Bank transfer (automatic),No,Yes,Yes
0447-RXSGD,Month-to-month,24,99.65,2404.85,Bank transfer (automatic),No,Yes,No
4927-WWOOZ,Month-to-month,2,91.45,171.45,Electronic check,No,Yes,No
5788-YPOEG,Two year,34,84.75,2839.45,Mailed check,Yes,No,No
5373-SFODM,Month-to-month,36,85.25,3132.75,Credit card (automatic),No,Yes,Yes
0661-KBKPA,One year,53,78.75,3942.45,Mailed check,Yes,Yes,No
9081-WWXKP,Two year,47,20.25,873.4,Credit card (automatic),No internet service,No,No
0784-ZQJZX,Two year,72,19.9,1529.65,Credit card (automatic),No internet service,No,No
3133-PZNSR,Two year,72,97.75,6991.6,Credit card (automatic),Yes,Yes,No
5766-ZJYBB,Month-to-month,1,19.4,19.4,Mailed check,No internet service,No,Yes
8931-GJJIQ,Month-to-month,9,83.3,803.3,Electronic check,No,Yes,Yes
4277-PVRAN,Month-to-month,8,80.1,679.3,Bank transfer (automatic),No,Yes,Yes
0022-TCJCI,One year,45,62.7,2791.5,Credit card (automatic),No,No,Yes
0722-SVSFK,Month-to-month,7,100.4,715.0,Electronic check,Yes,Yes,No
3612-YVGSJ,Two year,71,24.45,1681.6,Credit card (automatic),No internet service,Yes,No
9825-YCXWZ,One year,41,101.1,4016.2,Bank transfer (automatic),Yes,Yes,No
5397-NSKQG,Two year,67,50.9,3281.65,Credit card (automatic),No,No,No
8565-HBFNN,One year,69,107.2,7317.1,Credit card (automatic),Yes,Yes,No
2000-DHJUY,Two year,70,92.2,6474.45,Bank transfer (automatic),Yes,Yes,No
0203-HHYIJ,One year,25,25.3,676.35,Bank transfer (automatic),No internet service,No,Yes
8670-ERCJH,Two year,72,113.4,8164.1,Bank transfer (automatic),Yes,No,No
7758-UJWYS,Two year,34,40.55,1325.85,Electronic check,Yes,Yes,No
2050-ONYDQ,Two year,65,26.0,1654.85,Credit card (automatic),No internet service,No,No
7055-JCGNI,Two year,70,111.95,7795.95,Credit card (automatic),Yes,Yes,No
0739-UUAJR,Two year,72,53.8,3952.45,Credit card (automatic),No,Yes,No
4826-DXMUP,One year,35,72.1,2495.15,Mailed check,Yes,Yes,No
0952-KMEEH,Month-to-month,13,98.15,1230.25,Mailed check,No,No,Yes
7285-KLOTR,One year,12,78.85,876.75,Electronic check,No,No,No
0654-PQKDW,One year,62,70.75,4263.45,Bank transfer (automatic),Yes,Yes,No
7175-NTIXE,Month-to-month,25,76.15,1992.95,Credit card (automatic),Yes,Yes,No
7963-SHNDT,Two year,52,39.1,1982.1,Mailed check,Yes,No,No
9796-BPKIW,Month-to-month,8,69.95,562.7,Credit card (automatic),No,Yes,No
0188-GWFLE,Month-to-month,2,20.05,33.7,Mailed check,No internet service,No,No
8129-GMVGI,Two year,56,20.05,1090.1,Mailed check,No internet service,No,No
2882-DDZPG,Month-to-month,12,19.45,227.45,Bank transfer (automatic),No internet service,No,No
3547-LQRIK,One year,47,26.9,1250.85,Electronic check,No internet service,No,No
9137-NOQKA,Month-to-month,2,19.2,37.2,Electronic check,No internet service,No,No
5843-TTHGI,Month-to-month,18,50.0,892.7,Mailed check,No,Yes,No
1849-RJYIG,Month-to-month,8,60.0,487.75,Electronic check,No,Yes,No
8868-GAGIO,Month-to-month,45,84.55,3713.95,Mailed check,No,Yes,No
4061-UKJWL,Month-to-month,3,45.45,141.7,Mailed check,No,No,No
5380-XPJNZ,One year,38,20.05,678.2,Mailed check,No internet service,No,No
8263-QMNTJ,Two year,72,115.55,8425.3,Electronic check,Yes,Yes,No
8178-EYZUO,Month-to-month,46,93.7,4154.8,Electronic check,No,Yes,Yes
3230-JCNZS,Two year,71,99.0,7061.65,Credit card (automatic),No,Yes,No
0277-ORXQS,Two year,66,50.55,3364.55,Bank transfer (automatic),Yes,No,No
5130-IEKQT,Month-to-month,25,105.95,2655.25,Mailed check,No,No,Yes
3230-WYKIR,One year,18,82.0,1425.45,Credit card (automatic),Yes,Yes,Yes
7996-BPXHY,Two year,13,25.0,332.5,Bank transfer (automatic),No internet service,Yes,No
3227-WLKLI,Two year,65,91.55,5963.95,Bank transfer (automatic),Yes,No,No
0407-BDJKB,Month-to-month,60,95.75,5742.9,Electronic check,No,Yes,Yes
2266-FUBDZ,Two year,15,19.35,278.85,Mailed check,No internet service,No,No
8237-ULIXL,Two year,72,24.85,1871.85,Credit card (automatic),No internet service,No,No
9600-UDOPK,Month-to-month,30,94.05,2866.45,Credit card (automatic),No,Yes,Yes
8216-AZUUZ,Two year,42,100.4,4303.65,Electronic check,Yes,Yes,No
9153-BTBVV,Two year,71,25.0,1753.0,Bank transfer (automatic),No internet service,No,No
4074-SJFFA,Month-to-month,1,54.75,54.75,Mailed check,No,Yes,Yes
3269-ATYWD,Month-to-month,39,95.65,3759.05,Bank transfer (automatic),No,Yes,Yes
5186-PEIZU,Month-to-month,35,19.25,617.65,Bank transfer (automatic),No internet service,No,No
1074-AMIOH,Month-to-month,53,108.25,5935.1,Bank transfer (automatic),Yes,Yes,No
4910-GMJOT,Month-to-month,1,94.6,94.6,Electronic check,No,Yes,Yes
0354-WYROK,Month-to-month,31,98.9,2911.3,Electronic check,Yes,Yes,Yes
